Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,Crystalforms upload name,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms short tag,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms alias,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Pose,[Other] upload_4 2025-04-02,[Other] upload_2 2025-02-28,[Other] upload_1 2025-02-12,[Other] fff_i1_design,[Other] New,[Other] P2 Wave 1,[Other] Active site fragment,[Other] upload_6_2025-02-13,[Other] S2 site,[Other] Fragment Screen,[Other] Bogyo covalents,[Other] Covalent,[Other] upload_1 2024-12-06,[Series] Indazole series,[Other] upload_061224,[Other] upload_5 2025-02-03,[Other] upload_3 2024-12-19,[Other] upload_4 2025-01-06,[Other] S3 site,[Other] S4 site,[Other] S5 site,[Other] Sun-roof open,[Other] upload_2 2024-12-12,[Other] S1 site,[Other] S1' site,[Series] Piperidine series,[Other] upload_3 2025-03-06,[Other] Lactam Series,[Other] P3 compound design,Main status,GOOD count,MEDIOCRE count,BAD count
A4451b,A71EV2A-x4451_C_201_v1,A71EV2A-x4451,ASAP-0034385-001,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4451a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4456a,A71EV2A-x4456_A_201_v1,A71EV2A-x4456,ASAP-0034482-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7q - A71EV2A-x4303/A/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7q - A4303/A/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7q - A4303/A/201,A1 - monomer,A4456a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4456b,A71EV2A-x4456_C_201_v1,A71EV2A-x4456,ASAP-0034482-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4456a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4461a,A71EV2A-x4461_A_201_v1,A71EV2A-x4461,ASAP-0035380-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4461a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4463a,A71EV2A-x4463_A_201_v1,A71EV2A-x4463,ASAP-0035391-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4463a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4464a,A71EV2A-x4464_A_201_v1,A71EV2A-x4464,ASAP-0035422-001,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4464a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4476a,A71EV2A-x4476_A_201_v1,A71EV2A-x4476,ASAP-0036323-001,COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A4476a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4489a,A71EV2A-x4489_A_201_v1,A71EV2A-x4489,ASAP-0036406-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7q - A71EV2A-x4303/A/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7q - A4303/A/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7q - A4303/A/201,A1 - monomer,A4489a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4489b,A71EV2A-x4489_C_201_v1,A71EV2A-x4489,ASAP-0036406-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4489a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4490a,A71EV2A-x4490_A_201_v1,A71EV2A-x4490,ASAP-0036351-001,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3cc[nH]c23)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4490a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4494a,A71EV2A-x4494_A_201_v1,A71EV2A-x4494,ASAP-0036383-001,C[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1noc2ccccc12,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4494a,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4496a,A71EV2A-x4496_A_201_v1,A71EV2A-x4496,ASAP-0036332-001,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccnn3C(F)(F)F)CC2)C1,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A4496a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4509a,A71EV2A-x4509_A_201_v1,A71EV2A-x4509,ASAP-0036342-001,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cncc(F)c1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4509a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4510a,A71EV2A-x4510_A_201_v1,A71EV2A-x4510,ASAP-0036298-001,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A4510a,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4514a,A71EV2A-x4514_A_201_v1,A71EV2A-x4514,ASAP-0036390-001,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A4514a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4519a,A71EV2A-x4519_A_201_v1,A71EV2A-x4519,ASAP-0036358-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7q - A71EV2A-x4303/A/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7q - A4303/A/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7q - A4303/A/201,A1 - monomer,A4519a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4519b,A71EV2A-x4519_C_201_v1,A71EV2A-x4519,ASAP-0036358-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4519a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4524a,A71EV2A-x4524_A_201_v1,A71EV2A-x4524,ASAP-0036304-001,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A4524a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4526a,A71EV2A-x4526_A_201_v1,A71EV2A-x4526,ASAP-0036360-001,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccs1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4526a,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4528a,A71EV2A-x4528_A_201_v1,A71EV2A-x4528,ASAP-0036402-001,NC(=O)[C@H]1CCCN(C(=O)CN2CCOc3ccc(Cl)cc32)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4528a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4537a,A71EV2A-x4537_A_201_v1,A71EV2A-x4537,ASAP-0036397-001,NC(=O)[C@H]1CCC(=O)N(Cc2csc3ccccc23)C1,A71EV2A-x0911/A/133/A_v1,False,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A4537a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4538a,A71EV2A-x4538_A_201_v1,A71EV2A-x4538,ASAP-0036393-001,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cccc(F)c2Br)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4538a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4540a,A71EV2A-x4540_A_201_v1,A71EV2A-x4540,ASAP-0036380-001,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4540a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4541a,A71EV2A-x4541_A_201_v1,A71EV2A-x4541,ASAP-0036379-001,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7q - A71EV2A-x4303/A/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7q - A4303/A/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7q - A4303/A/201,A1 - monomer,A4541a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4541b,A71EV2A-x4541_C_201_v1,A71EV2A-x4541,ASAP-0036379-001,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4541a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4544a,A71EV2A-x4544_A_201_v1,A71EV2A-x4544,ASAP-0036366-001,CS(=O)(=O)c1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4544a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4546a,A71EV2A-x4546_A_201_v1,A71EV2A-x4546,ASAP-0036351-001,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3cc[nH]c23)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4546a,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4547a,A71EV2A-x4547_A_201_v1,A71EV2A-x4547,ASAP-0036340-001,Cn1nc(CN2C[C@@H](C(N)=O)CCC2=O)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A4547a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4554a,A71EV2A-x4554_A_201_v1,A71EV2A-x4554,ASAP-0036210-001,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4554a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4559a,A71EV2A-x4559_A_201_v1,A71EV2A-x4559,ASAP-0036387-001,Cc1ccc2c(ccn2CC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7q - A71EV2A-x4303/A/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7q - A4303/A/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7q - A4303/A/201,A1 - monomer,A4559a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4559b,A71EV2A-x4559_C_201_v1,A71EV2A-x4559,ASAP-0036387-001,Cc1ccc2c(ccn2CC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0911/A/133/A_v1,False,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F7r - A71EV2A-x4303/C/201/1,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F7r - A4303/C/201,A1 - monomer,F7 - A712A_x4207_8.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F7r - A4303/C/201,A1 - monomer,A4559a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4563a,A71EV2A-x4563_A_201_v1,A71EV2A-x4563,ASAP-0036314-001,NC(=O)[C@H]1CCC(=O)N(c2ccccc2)C1,A71EV2A-x0911/A/133/A_v1,False,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A4563a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A4570a,A71EV2A-x4570_A_201_v1,A71EV2A-x4570,ASAP-0036342-001,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cncc(F)c1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A4570a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
